,Date,Provider,DeviceType,wRttAvg,wTCPUp,wTCPDown
98506,2020,Verizon,Phone,28.222,53516.5,215064.5
80682,2020,Verizon,Phone,28.573,44220.0,202788.5
80995,2020,Verizon,Phone,29.205,23708.5,57545.5
86639,2020,Verizon,Phone,29.222,23016.5,30970.0
88332,2020,Verizon,Phone,29.431,16422.5,101304.5
97971,2020,Verizon,Phone,29.48,38311.5,92744.5
80806,2020,Verizon,Phone,29.74,22931.0,59800.5
88735,2020,Verizon,Phone,29.842,1397.0,25318.5
84053,2020,AT&T,Phone,30.076,52231.5,163070.5
81104,2020,Verizon,Phone,30.088,31173.0,128997.5
80950,2020,Verizon,Phone,30.106,15085.0,62475.5
86549,2020,Verizon,Phone,30.213,43020.0,58685.5
81412,2020,Verizon,Phone,30.22,49214.0,114638.0
83977,2020,Verizon,Phone,30.416,35338.0,44749.0
86844,2020,Verizon,Phone,30.45,22086.5,66192.0
84087,2020,Verizon,Phone,30.515,52451.5,137074.0
80387,2020,Verizon,Phone,30.535,10740.0,25161.5
85818,2020,AT&T,Phone,30.883,9020.0,39980.5
44901,2017,Verizon,Phone,30.926,13441.5,39282.5
89524,2020,Verizon,Phone,30.945,17515.0,42296.5
90293,2020,Verizon,Phone,31.057,10787.0,38292.5
80667,2020,Verizon,Phone,31.163,3771.0,27465.0
81422,2020,Verizon,Phone,31.17,23944.5,225408.0
80148,2020,AT&T,Phone,31.199,27544.0,52137.5
98685,2020,Verizon,Phone,31.199,11718.0,59737.5
92463,2020,Verizon,Phone,31.265,36762.5,68880.0
98705,2020,Verizon,Phone,31.278,8878.5,53235.5
85722,2020,Verizon,Phone,31.369,20363.5,29044.5
33671,2017,Verizon,Phone,31.466,21718.0,34487.5
46309,2017,Verizon,Phone,31.557,25991.5,33414.5
87158,2020,Verizon,Phone,31.564,19112.5,138283.0
33519,2017,Verizon,Phone,31.58,14002.5,7328.0
93388,2020,Verizon,Phone,31.593,24658.0,40474.0
81238,2020,Verizon,Phone,31.618,3308.5,25929.0
80432,2020,Verizon,Phone,31.636,12739.5,64957.5
87446,2020,Verizon,Phone,31.639,15341.5,126982.5
33689,2017,AT&T,Phone,31.698,26177.0,35665.5
82798,2020,Verizon,Phone,31.699,33500.0,70920.0
95173,2020,Verizon,Phone,31.74,29190.0,32916.5
94510,2020,Verizon,Phone,31.748,17130.5,22719.5
81333,2020,Verizon,Phone,31.762,26383.0,23382.5
93325,2020,Verizon,Phone,31.787,32045.0,90185.5
